66|44
14|81
14|63
95|17
95|47
95|81
31|66
31|78
31|79
31|87
32|57
32|66
32|42
32|19
32|47
13|64
13|95
13|19
13|31
13|81
13|37
52|87
52|84
52|37
52|36
52|67
52|66
52|81
21|67
21|72
21|76
21|36
21|25
21|82
21|77
21|68
34|95
34|93
34|31
34|74
34|84
34|32
34|52
34|36
34|49
48|49
48|29
48|44
48|54
48|34
48|38
48|76
48|89
48|85
48|14
75|93
75|57
75|68
75|59
75|19
75|66
75|13
75|63
75|74
75|31
75|73
59|98
59|17
59|47
59|64
59|52
59|29
59|89
59|42
59|72
59|44
59|79
59|94
57|87
57|91
57|37
57|81
57|48
57|54
57|47
57|64
57|21
57|42
57|93
57|94
57|66
87|66
87|79
87|84
87|37
87|73
87|64
87|22
87|94
87|48
87|42
87|19
87|82
87|89
87|17
73|79
73|92
73|82
73|52
73|49
73|29
73|44
73|47
73|22
73|64
73|67
73|72
73|98
73|54
73|17
89|98
89|38
89|36
89|49
89|34
89|92
89|25
89|72
89|75
89|68
89|74
89|14
89|44
89|95
89|13
89|52
42|67
42|17
42|14
42|79
42|21
42|29
42|54
42|89
42|38
42|75
42|72
42|22
42|64
42|46
42|76
42|49
42|92
22|68
22|44
22|82
22|54
22|67
22|76
22|36
22|13
22|77
22|34
22|29
22|92
22|31
22|21
22|74
22|49
22|14
22|72
82|57
82|13
82|32
82|34
82|98
82|74
82|29
82|49
82|76
82|46
82|44
82|89
82|31
82|92
82|77
82|72
82|14
82|36
82|52
67|36
67|19
67|63
67|31
67|81
67|57
67|77
67|87
67|78
67|13
67|95
67|37
67|76
67|84
67|75
67|59
67|66
67|32
67|68
67|25
77|95
77|32
77|13
77|87
77|57
77|91
77|31
77|19
77|93
77|42
77|64
77|47
77|84
77|25
77|78
77|63
77|73
77|81
77|59
77|66
77|74
92|66
92|95
92|81
92|84
92|13
92|78
92|76
92|75
92|19
92|77
92|87
92|36
92|59
92|63
92|93
92|94
92|31
92|74
92|57
92|68
92|37
92|32
79|67
79|98
79|49
79|82
79|68
79|34
79|75
79|29
79|14
79|89
79|44
79|74
79|22
79|52
79|92
79|46
79|21
79|54
79|85
79|72
79|13
79|38
79|77
84|21
84|82
84|94
84|48
84|59
84|98
84|29
84|47
84|81
84|17
84|89
84|44
84|91
