29,13
13,16
8,5
1,25
33,55
69,64
69,57
15,16
20,31
39,29
23,29
40,13
31,16
18,13
2,1
10,3
19,30
57,45
34,17
33,19
20,13
65,45
22,7
33,63
49,69
27,23
41,63
1,17
33,8
7,25
65,64
39,58
47,67
23,19
17,28
57,43
27,1
17,3
58,65
21,25
3,17
33,25
33,24
18,27
14,5
29,5
35,68
3,24
18,11
39,25
67,58
2,27
21,13
32,11
59,65
37,21
64,67
16,15
15,0
11,11
54,61
63,58
61,51
33,51
3,25
37,51
31,21
49,54
7,2
56,63
65,67
67,63
14,19
20,25
2,9
37,62
37,6
63,49
17,5
54,63
53,67
39,15
49,57
37,26
53,59
43,3
17,6
30,7
65,65
35,55
42,59
15,7
29,49
40,55
25,22
33,18
60,59
19,25
41,4
43,15
59,63
29,17
35,11
39,20
55,41
63,65
56,67
57,41
31,19
69,54
23,11
41,14
13,2
35,27
23,7
38,19
59,55
63,51
59,38
53,52
9,23
47,66
43,57
31,59
39,59
48,65
38,29
23,9
2,17
2,23
62,69
36,11
34,45
13,20
31,25
37,3
65,61
27,29
8,3
11,37
66,69
69,63
7,27
65,53
27,15
3,13
56,45
21,35
55,50
53,57
14,27
55,60
12,3
32,59
15,15
33,57
49,61
19,8
29,55
32,23
55,35
14,35
14,13
61,47
11,7
35,61
53,41
0,7
5,20
46,63
7,11
37,23
1,3
37,29
37,57
12,9
26,21
29,4
25,19
4,13
65,57
55,65
67,67
48,63
47,58
29,23
53,63
7,14
57,56
41,68
27,24
3,27
1,19
52,67
69,66
56,41
63,53
13,22
33,52
9,17
3,31
64,57
11,20
13,15
27,4
39,65
35,60
61,70
3,1
43,43
45,69
9,19
65,62
67,56
8,13
11,15
41,60
62,61
51,61
36,21
21,6
19,13
42,11
37,22
69,67
57,51
33,46
36,9
9,12
21,23
57,52
20,23
11,23
9,7
25,13
33,56
32,55
59,64
51,63
56,49
10,1
5,30
59,60
35,56
39,60
27,16
40,19
43,12
23,13
38,69
0,21
36,29
63,46
29,33
22,1
16,21
57,40
35,29
4,7
30,21
38,59
59,51
55,49
25,10
10,15
5,5
3,21
57,63
31,57
66,59
43,64
19,19
33,17
1,23
55,67
35,53
22,13
17,4
68,53
33,23
37,25
31,33
24,29
26,1
11,3
15,21
57,61
37,17
61,69
25,5
41,61
29,59
29,28
6,13
19,27
50,57
7,21
51,47
66,57
46,65
0,31
43,69
29,16
61,56
31,3
29,2
3,7
63,55
37,15
39,9
23,12
11,10
53,45
35,2
13,4
68,59
21,2
16,29
21,5
63,69
39,19
51,65
30,23
12,25
47,59
53,51
43,55
17,27
53,58
25,7
21,27
32,63
1,43
9,5
69,65
37,1
8,23
5,17
54,43
61,55
53,46
33,20
51,62
7,7
29,11
28,21
13,10
47,65
53,69
57,53
33,53
33,15
49,65
3,15
5,22
39,11
8,7
59,67
19,17
8,33
49,59
25,9
33,29
29,1
57,67
24,23
19,16
53,66
5,21
25,20
66,47
43,56
43,65
67,55
9,11
60,41
7,17
1,26
47,44
51,67
20,33
61,65
5,25
63,54
39,28
57,65
49,55
34,51
23,26
46,69
35,1
42,55
19,5
33,47
69,59
31,0
7,32
36,69
10,21
41,11
23,6
69,69
47,51
54,69
35,7
39,70
36,65
35,10
37,49
33,2
26,5
68,51
3,30
7,13
53,65
53,68
31,13
63,59
67,54
48,61
1,12
37,27
30,11
15,14
1,15
41,64
1,11
47,63
19,11
5,11
61,49
19,15
21,22
16,23
69,55
21,3
41,57
5,29
21,9
5,9
0,15
34,27
4,17
13,21
29,0
65,66
15,25
31,9
50,53
32,27
9,15
1,27
13,9
43,17
11,42
24,15
41,7
30,49
70,51
51,50
36,27
52,39
31,22
27,21
60,63
53,47
27,14
67,57
33,9
55,63
15,17
4,19
28,9
9,20
33,7
55,43
55,64
24,3
25,17
6,5
24,17
33,59
9,18
35,58
43,50
18,7
63,61
37,52
55,54
55,58
67,59
25,6
59,61
23,20
55,66
15,1
7,29
4,27
60,55
5,12
59,62
12,17
28,29
40,25
26,9
5,8
14,23
39,63
49,51
17,25
25,26
29,20
66,51
3,9
60,39
39,2
42,61
41,15
35,66
55,51
25,23
15,3
12,23
9,26
28,13
59,66
69,61
37,63
11,5
18,1
41,19
53,50
65,59
31,12
51,69
40,67
26,29
55,57
21,7
5,24
23,31
3,18
25,18
7,1
42,51
35,25
6,15
3,23
19,2
9,0
39,17
21,17
7,10
22,19
36,59
49,63
15,26
51,55
25,28
23,17
41,55
7,9
29,7
37,54
16,27
30,53
35,54
53,48
13,17
59,58
13,19
69,62
2,21
57,46
39,54
58,61
26,13
3,6
42,69
58,39
20,27
11,12
65,55
19,14
34,15
40,65
47,69
57,69
45,67
38,67
19,20
4,33
4,15
27,5
47,52
45,61
30,47
21,10
63,68
59,57
7,16
69,48
11,25
31,17
33,60
29,6
3,32
17,13
26,25
55,56
30,9
55,55
17,17
35,59
29,15
67,51
59,59
61,67
69,53
29,18
28,25
12,13
16,5
34,11
11,6
55,52
65,40
32,45
39,69
27,9
28,27
58,69
30,57
11,31
34,25
59,53
63,52
41,65
33,1
70,57
59,69
8,21
5,7
1,13
52,59
11,27
5,15
7,5
61,57
23,16
23,21
57,49
11,9
65,51
33,3
17,15
37,61
45,65
39,7
5,23
48,69
11,18
57,44
43,51
67,65
39,23
59,42
50,69
9,3
55,59
65,63
7,33
34,65
39,6
1,8
26,19
38,65
53,61
29,57
31,55
31,15
57,58
55,53
27,17
17,7
11,29
63,64
29,53
42,53
7,31
32,31
10,25
54,41
11,21
49,43
9,34
63,62
57,48
53,55
19,9
38,55
35,19
47,57
63,57
17,23
20,19
5,1
53,49
35,69
5,31
8,37
55,69
33,13
37,53
19,18
53,9
67,53
51,42
35,67
65,69
1,31
10,23
31,23
30,17
29,58
29,10
15,19
67,47
19,21
9,9
37,47
11,17
34,63
60,67
35,6
13,25
36,51
31,7
33,54
15,2
27,6
34,1
45,60
57,50
25,1
5,19
17,16
51,3
34,29
19,7
69,68
18,25
9,25
24,1
24,13
37,65
35,13
1,20
37,56
11,13
31,11
23,27
7,26
25,21
40,57
57,57
52,65
17,19
53,56
45,18
27,34
50,65
6,1
34,7
13,7
61,63
45,63
36,49
43,14
4,1
64,51
13,5
44,67
31,2
63,60
20,9
0,25
14,7
43,68
35,21
55,42
57,55
27,3
67,64
53,44
61,59
6,19
67,49
37,24
2,3
59,41
36,13
51,60
64,55
33,11
21,21
50,59
15,23
52,55
9,13
5,13
55,47
3,10
36,63
43,67
23,15
20,5
9,1
29,54
43,62
13,13
15,27
21,16
8,17
21,28
43,11
63,63
23,23
30,25
52,63
21,40
5,4
44,63
33,4
35,49
37,69
35,51
35,63
63,66
32,7
31,1
23,8
31,27
23,1
23,5
59,68
35,65
10,41
37,19
43,66
23,24
39,24
56,69
50,63
34,13
40,11
39,61
15,11
6,7
25,27
33,27
55,45
33,45
5,2
17,24
39,16
62,53
35,17
15,18
33,58
33,5
27,13
11,14
62,65
44,57
13,33
32,19
16,1
39,62
43,47
34,21
35,15
66,53
25,15
19,3
40,63
49,67
36,19
33,66
11,19
41,21
67,69
32,15
60,53
29,19
15,12
36,15
25,8
7,37
37,8
10,5
43,53
19,23
11,8
35,22
7,35
35,57
57,39
8,25
17,21
21,18
25,25
45,51
23,25
21,15
7,23
7,30
3,11
1,29
1,4
19,4
4,25
33,21
18,23
58,53
30,45
27,2
9,21
43,58
15,10
1,5
42,29
43,63
69,51
54,47
47,68
39,13
37,7
53,53
33,69
27,19
22,25
36,17
59,32
28,57
5,3
32,49
33,67
1,33
53,54
1,1
57,47
18,19
27,12
23,10
57,59
29,3
17,1
11,1
38,17
19,43
45,21
41,69
22,29
39,53
37,59
69,60
2,15
41,59
23,4
10,29
51,45
39,67
8,9
50,67
2,29
61,53
21,45
67,45
49,60
47,48
15,29
31,26
47,56
33,49
2,13
47,61
27,11
25,11
6,23
3,19
35,23
11,32
39,57
15,5
1,7
7,19
6,27
68,69
61,61
17,11
29,25
56,61
21,11
37,67
38,11
3,3
14,25
15,8
40,15
5,10
62,57
31,14
45,57
13,1
31,5
25,3
37,11
1,35
10,9
5,28
7,15
58,55
35,9
5,55
21,43
66,31
28,37
50,11
17,39
69,25
47,41
45,37
15,52
15,35
7,53
65,14
17,63
13,31
15,63
45,13
3,48
44,43
55,3
15,9
45,25
47,29
5,53
39,46
47,12
39,45
46,51
63,32
49,15
16,63
11,55
15,69
10,35
56,27
70,33
15,59
62,39
32,35
53,23
51,7
47,45
63,7
27,25
56,29
51,14
26,59
56,3
43,26
49,7
17,45
29,47
60,47
53,4
0,53
9,41
57,9
10,57
47,13
37,38
41,23
39,43
22,31
23,52
49,30
45,5
3,4
61,12
61,4
2,53
58,25
21,44
17,55
17,54
28,41
67,23
26,67
45,29
3,47
66,17
34,37
46,33
27,52
69,18
4,37
13,37
27,53
5,59
47,35
49,8
37,31
64,35
45,52
7,68
64,9
35,37
63,2
58,19
47,5
27,59
49,34
53,12
3,43
